"http://comdong.bufs.ac.kr/ktg/data/test/C/1999/mid/test1.c" 1999년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/1999/mid/test2.c" 1999년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/1999/mid/test3.c" 1999년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/1999/mid/test4.c" 1999년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/1999/final/test1.c" 1999년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/1999/final/test2.c" 1999년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/C/1999/final/test3.c" 1999년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/1999/final/test4.c" 1999년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2002/mid/test1.c" 2002년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2002/mid/test2.c" 2002년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2002/mid/test3.c" 2002년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2002/mid/test4.c" 2002년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2002/final/test1.c" 2002년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2002/final/test2.c" 2002년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/C/2002/final/test3.c" 2002년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2002/final/test4.c" 2002년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2003/mid/test1.c" 2003년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2003/mid/test2.c" 2003년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2003/mid/test3.c" 2003년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2003/mid/test4.c" 2003년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2003/final/test1.c" 2003년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2003/final/test2.c" 2003년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/C/2003/final/test3.c" 2003년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2003/final/test4.c" 2003년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2004/mid/test1.c" 2004년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2004/mid/test2.c" 2004년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2004/mid/test3.c" 2004년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2004/mid/test4.c" 2004년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2004/final/test1.c" 2004년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2004/final/test2.c" 2004년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/C/2004/final/test3.c" 2004년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2004/final/test4.c" 2004년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2010/mid/test1.c" 2010년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2010/mid/test2.c" 2010년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2010/mid/test3.c" 2010년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2010/mid/test4.c" 2010년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2010/final/test1.c" 2010년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2010/final/test2.c" 2010년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/C/2010/final/test3.c" 2010년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2010/final/test4.c" 2010년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2011/mid/test1.c" 2011년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2011/mid/test2.c" 2011년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2011/mid/test3.c" 2011년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2011/mid/test4.c" 2011년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2011/final/test1.c" 2011년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2011/final/test2.c" 2011년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/C/2011/final/test3.c" 2011년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2011/final/test4.c" 2011년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2012/mid/test1.c" 2012년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2012/mid/test2.c" 2012년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2012/mid/test3.c" 2012년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2012/mid/test4.c" 2012년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2012/final/test1.c" 2012년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2012/final/test2.c" 2012년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/C/2012/final/test3.c" 2012년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2012/final/test4.c" 2012년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2013/mid/test1.c" 2013년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2013/mid/test2.c" 2013년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2013/mid/test3.c" 2013년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/C/2013/mid/test4.c" 2013년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CS/2018/mid/Test1.c" 2018년 중간 test1.cs
"http://comdong.bufs.ac.kr/ktg/data/test/CS/2018/mid/Test2.c" 2018년 중간 test2.cs
"http://comdong.bufs.ac.kr/ktg/data/test/CS/2018/mid/Test3.c" 2018년 중간 test3.cs
"http://comdong.bufs.ac.kr/ktg/data/test/CS/2018/mid/Test4.c" 2018년 중간 test4.cs
"http://comdong.bufs.ac.kr/ktg/data/test/CS/2018/final/Test1.c" 2018년 기말 test1.cs
"http://comdong.bufs.ac.kr/ktg/data/test/CS/2018/final/Test2.c" 2018년 기말 test2.cs
"http://comdong.bufs.ac.kr/ktg/data/test/CS/2018/final/Test3.c" 2018년 기말 test3.cs
"http://comdong.bufs.ac.kr/ktg/data/test/CS/2018/final/Test4.c" 2018년 기말 test4.cs
"http://comdong.bufs.ac.kr/ktg/data/test/CS/2019/mid/Test1.c" 2019년 중간 test1.cs
"http://comdong.bufs.ac.kr/ktg/data/test/CS/2019/mid/Test2.c" 2019년 중간 test2.cs
"http://comdong.bufs.ac.kr/ktg/data/test/CS/2019/mid/Test3.c" 2019년 중간 test3.cs
"http://comdong.bufs.ac.kr/ktg/data/test/CS/2019/mid/Test4.c" 2019년 중간 test4.cs
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1997/mid/test1.cpp" C++ 1997년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1997/mid/test2.cpp" C++ 1997년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1997/mid/test3.cpp" C++ 1997년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1997/mid/test4.cpp" C++ 1997년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1997/final/test1.cpp" C++ 1997년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1997/final/test2.cpp" C++ 1997년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1997/final/test3.cpp" C++ 1997년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1997/final/test4.cpp" C++ 1997년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1998/mid/test1.cpp" C++ 1998년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1998/mid/test2.cpp" C++ 1998년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1998/mid/test3.cpp" C++ 1998년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1998/mid/test4.cpp" C++ 1998년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1998/final/test1.cpp" C++ 1998년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1998/final/test2.cpp" C++ 1998년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1998/final/test3.cpp" C++ 1998년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1998/final/test4.cpp" C++ 1998년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1999/mid/test1.cpp" C++ 1999년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1999/mid/test2.cpp" C++ 1999년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1999/mid/test3.cpp" C++ 1999년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1999/mid/test4.cpp" C++ 1999년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1999/final/test1.cpp" C++ 1999년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1999/final/test2.cpp" C++ 1999년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1999/final/test3.cpp" C++ 1999년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/1999/final/test4.cpp" C++ 1999년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2000/mid/test1.cpp" C++ 2000년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2000/mid/test2.cpp" C++ 2000년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2000/mid/test3.cpp" C++ 2000년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2000/mid/test4.cpp" C++ 2000년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2000/final/test1.cpp" C++ 2000년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2000/final/test2.cpp" C++ 2000년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2000/final/test3.cpp" C++ 2000년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2000/final/test4.cpp" C++ 2000년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2002/mid/test1.cpp" C++ 2002년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2002/mid/test2.cpp" C++ 2002년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2002/mid/test3.cpp" C++ 2002년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2002/mid/test4.cpp" C++ 2002년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2002/final/test1.cpp" C++ 2002년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2002/final/test2.cpp" C++ 2002년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2002/final/test3.cpp" C++ 2002년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2002/final/test4.cpp" C++ 2002년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2003/mid/test1.cpp" C++ 2003년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2003/mid/test2.cpp" C++ 2003년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2003/mid/test3.cpp" C++ 2003년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2003/mid/test4.cpp" C++ 2003년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2003/final/test1.cpp" C++ 2003년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2003/final/test2.cpp" C++ 2003년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2003/final/test3.cpp" C++ 2003년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2003/final/test4.cpp" C++ 2003년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2004/mid/test1.cpp" C++ 2004년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2004/mid/test2.cpp" C++ 2004년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2004/mid/test3.cpp" C++ 2004년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2004/mid/test4.cpp" C++ 2004년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2004/final/test1.cpp" C++ 2004년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2004/final/test2.cpp" C++ 2004년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2004/final/test3.cpp" C++ 2004년 기말 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2004/final/test4.cpp" C++ 2004년 기말 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2005/mid/test1.cpp" C++ 2005년 중간 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2005/mid/test2.cpp" C++ 2005년 중간 test2.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2005/mid/test3.cpp" C++ 2005년 중간 test3.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2005/mid/test4.cpp" C++ 2005년 중간 test4.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2005/final/test1.cpp" C++ 2005년 기말 test1.c
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2005/final/test2.cpp" C++ 2005년 기말 test2.c 
"http://comdong.bufs.ac.kr/ktg/data/test/CPP/2005/final/test3.cpp" C++ 2005년 기말 test3.c
